date,state,fipschar,cases,deaths,fips,pop2019,new_cases,new_cases_per_100k,avg_new_cases
2020-03-13,Alabama,01,6,0,1,4903185,6,0.12236943945619022,0
2020-03-14,Alabama,01,12,0,1,4903185,6,0.12236943945619022,0
2020-03-15,Alabama,01,23,0,1,4903185,11,0.2243439723363487,0
2020-03-16,Alabama,01,29,0,1,4903185,6,0.12236943945619022,0
2020-03-17,Alabama,01,39,0,1,4903185,10,0.20394906576031702,0
2020-03-18,Alabama,01,51,0,1,4903185,12,0.24473887891238044,0
2020-03-19,Alabama,01,78,0,1,4903185,27,0.5506624775528559,0.22725753041863897
2020-03-20,Alabama,01,106,0,1,4903185,28,0.5710573841288876,0.2913558082290243
2020-03-21,Alabama,01,131,0,1,4903185,25,0.5098726644007925,0.3467134117925389
2020-03-22,Alabama,01,157,0,1,4903185,26,0.5302675709768243,0.3904167830268926
2020-03-23,Alabama,01,196,0,1,4903185,39,0.7954013564652364,0.4865641997424706
2020-03-24,Alabama,01,242,0,1,4903185,46,0.9381657024974582,0.5914522907049193
2020-03-25,Alabama,01,386,1,1,4903185,144,2.936866546948565,0.9760419575672313
2020-03-26,Alabama,01,538,3,1,4903185,152,3.100025799556819,1.340236717853512
2020-03-27,Alabama,01,639,4,1,4903185,101,2.059885564179202,1.5529264578606996
2020-03-28,Alabama,01,720,4,1,4903185,81,1.651987432658568,1.716085710468953
2020-03-29,Alabama,01,830,5,1,4903185,110,2.2434397233634873,1.9608245893813336
2020-03-30,Alabama,01,947,11,1,4903185,117,2.386204069395709,2.1880821197999727
2020-03-31,Alabama,01,999,14,1,4903185,52,1.0605351419536486,2.205563468293714
2020-04-01,Alabama,01,1108,28,1,4903185,109,2.2230448167874557,2.1035889354135557
2020-04-02,Alabama,01,1270,32,1,4903185,162,3.303974865317136,2.132724516236458
2020-04-03,Alabama,01,1535,38,1,4903185,265,5.4046502426484,2.610548041732058
2020-04-04,Alabama,01,1632,44,1,4903185,97,1.978305937875075,2.6571649710487018
2020-04-05,Alabama,01,1840,45,1,4903185,208,4.2421405678145945,2.9426936631131455
2020-04-06,Alabama,01,2005,53,1,4903185,165,3.3651595850452307,3.0825444510630775
2020-04-07,Alabama,01,2197,64,1,4903185,192,3.915822062598087,3.4904425825837113
2020-04-08,Alabama,01,2498,67,1,4903185,301,6.138866879385542,4.049845734383438
2020-04-09,Alabama,01,2838,78,1,4903185,340,6.934268235850779,4.568459073031101
2020-04-10,Alabama,01,3008,80,1,4903185,170,3.4671341179253896,4.291671055213528
2020-04-11,Alabama,01,3262,93,1,4903185,254,5.180306270312052,4.749099674133097
2020-04-12,Alabama,01,3583,93,1,4903185,321,6.546765010906176,5.078331737431894
2020-04-13,Alabama,01,3805,104,1,4903185,222,4.527669259879038,5.2444045481224375
2020-04-14,Alabama,01,3953,114,1,4903185,148,3.0184461732526917,5.116207992501667
2020-04-15,Alabama,01,4241,123,1,4903185,288,5.87373309389713,5.078331737431894
2020-04-16,Alabama,01,4404,137,1,4903185,163,3.3243697718931675,4.562631956866521
2020-04-17,Alabama,01,4572,151,1,4903185,168,3.426344304773326,4.556804840701941
2020-04-18,Alabama,01,4723,147,1,4903185,151,3.079630892980787,4.256708358226045
2020-04-19,Alabama,01,4903,160,1,4903185,180,3.6710831836857065,3.8458966686231206
2020-04-20,Alabama,01,5078,164,1,4903185,175,3.569108650805548,3.708959438755479
2020-04-21,Alabama,01,5327,186,1,4903185,249,5.078331737431894,4.003228805066795
2020-04-22,Alabama,01,5610,201,1,4903185,283,5.771758561016972,3.9886610146553427
2020-04-23,Alabama,01,5832,197,1,4903185,222,4.527669259879038,4.160560941510467
2020-04-24,Alabama,01,6026,209,1,4903185,194,3.95661187575015,4.236313451650013
2020-04-25,Alabama,01,6213,213,1,4903185,187,3.8138475297179277,4.341201542612462
2020-04-26,Alabama,01,6421,219,1,4903185,208,4.2421405678145945,4.422781168916589
2020-04-27,Alabama,01,6539,228,1,4903185,118,2.406598975971741,4.256708358226045
2020-04-28,Alabama,01,6750,242,1,4903185,211,4.303325287542689,4.145993151099016
2020-04-29,Alabama,01,6925,262,1,4903185,175,3.569108650805548,3.83132887821167
2020-04-30,Alabama,01,7068,272,1,4903185,143,2.9164716403725333,3.6011577897107405
2020-05-01,Alabama,01,7294,289,1,4903185,226,4.609248886183164,3.6943916483440282
2020-05-02,Alabama,01,7611,288,1,4903185,317,6.46518538460205,4.073154199041761
2020-05-03,Alabama,01,7888,290,1,4903185,277,5.649389121560781,4.2741897067197865
2020-05-04,Alabama,01,8112,298,1,4903185,224,4.568459073031101,4.583026863442552
2020-05-05,Alabama,01,8437,315,1,4903185,325,6.628344637210303,4.91517248482364
2020-05-06,Alabama,01,8691,343,1,4903185,254,5.180306270312052,5.145343573324569
2020-05-07,Alabama,01,9046,369,1,4903185,355,7.240191834491254,5.7630178867701005
2020-05-08,Alabama,01,9385,383,1,4903185,339,6.913873329274748,6.092249950068898
2020-05-09,Alabama,01,9668,390,1,4903185,283,5.771758561016972,5.99318897527103
2020-05-10,Alabama,01,9889,393,1,4903185,221,4.507274353303006,5.830029722662776
2020-05-11,Alabama,01,10164,403,1,4903185,275,5.608599308408718,5.978621184859579
2020-05-12,Alabama,01,10464,435,1,4903185,300,6.118471972809511,5.905782232802323
2020-05-13,Alabama,01,10700,450,1,4903185,236,4.813197951943482,5.853338187321099
2020-05-14,Alabama,01,11101,473,1,4903185,401,8.178357536988713,5.98736185910645
2020-05-15,Alabama,01,11373,483,1,4903185,272,5.547414588680622,5.792153467593003
2020-05-16,Alabama,01,11674,485,1,4903185,301,6.138866879385542,5.844597513074228
2020-05-17,Alabama,01,11771,488,1,4903185,97,1.978305937875075,5.483316310870237
2020-05-18,Alabama,01,12086,489,1,4903185,315,6.4243955714499865,5.599858634161848
2020-05-19,Alabama,01,12376,504,1,4903185,290,5.914522907049194,5.570723053338945
2020-05-20,Alabama,01,13052,522,1,4903185,676,13.786956845397432,6.852688609546653
2020-05-21,Alabama,01,13414,529,1,4903185,362,7.382956180523476,6.739059844337333
2020-05-22,Alabama,01,13670,541,1,4903185,256,5.221096083464116,6.692442915020689
2020-05-23,Alabama,01,14149,549,1,4903185,479,9.769160249919185,7.211056253668352
2020-05-24,Alabama,01,14478,551,1,4903185,329,6.709924263514431,7.887001728759688
2020-05-25,Alabama,01,14986,566,1,4903185,508,10.360612540624103,8.449318438641706
2020-05-26,Alabama,01,15650,580,1,4903185,664,13.54221796648505,9.538989161418256
2020-05-27,Alabama,01,16032,583,1,4903185,382,7.79085431204411,8.682403085224925
2020-05-28,Alabama,01,16530,591,1,4903185,498,10.156663474863787,9.078646984416398
2020-05-29,Alabama,01,17031,610,1,4903185,501,10.217848194591882,9.792468714577508
2020-05-30,Alabama,01,17359,618,1,4903185,328,6.689529356938399,9.35252144415168
2020-05-31,Alabama,01,17952,630,1,4903185,593,12.0941795995868,10.121700777876304
2020-06-01,Alabama,01,18534,646,1,4903185,582,11.86983562725045,10.337304075965784
2020-06-02,Alabama,01,18771,653,1,4903185,237,4.833592858519514,9.09321477482785
2020-06-03,Alabama,01,18851,653,1,4903185,80,1.6315925260825361,8.213320233976196
2020-06-04,Alabama,01,19072,653,1,4903185,221,4.507274353303006,7.406264645181799
2020-06-05,Alabama,01,19387,676,1,4903185,315,6.4243955714499865,6.864342841875813
2020-06-06,Alabama,01,20043,689,1,4903185,656,13.379058713876798,7.819989892867014
2020-06-07,Alabama,01,20500,692,1,4903185,457,9.320472305246488,7.42374599367554
2020-06-08,Alabama,01,20925,718,1,4903185,425,8.667835294813473,6.966317374755972
2020-06-09,Alabama,01,21422,729,1,4903185,497,10.136268568287756,7.723842476151435
2020-06-10,Alabama,01,21989,744,1,4903185,567,11.563912028609975,9.142745262226784
2020-06-11,Alabama,01,22845,755,1,4903185,856,17.458040029083136,10.992854644481087
2020-06-12,Alabama,01,23710,769,1,4903185,865,17.641594188267423,12.59531158974072
2020-06-13,Alabama,01,24601,773,1,4903185,891,18.171861759244248,13.279997739078928
2020-06-14,Alabama,01,25615,773,1,4903185,1014,20.680435268096147,14.902849590914595
2020-06-15,Alabama,01,26272,774,1,4903185,657,13.399453620452828,15.57879506600593
2020-06-16,Alabama,01,26912,785,1,4903185,640,13.052740208660289,15.995433871773434
2020-06-17,Alabama,01,27312,790,1,4903185,400,8.15796263041268,15.508869672030965
2020-06-18,Alabama,01,28206,810,1,4903185,894,18.23304647897234,15.619584879157994
2020-06-19,Alabama,01,29002,822,1,4903185,796,16.234345634521233,15.418549371479967
2020-06-20,Alabama,01,29549,838,1,4903185,547,11.156013897089341,14.416285391172122
2020-06-21,Alabama,01,30021,839,1,4903185,472,9.626395903886964,12.83713691057081
2020-06-22,Alabama,01,30454,841,1,4903185,433,8.830994547421726,12.184499900137796
2020-06-23,Alabama,01,31097,864,1,4903185,643,13.113924928388386,12.193240574384665
2020-06-24,Alabama,01,32064,891,1,4903185,967,19.721874659022657,13.845228007043234
2020-06-25,Alabama,01,33206,896,1,4903185,1142,23.290983309828203,14.567790411451215
2020-06-26,Alabama,01,34183,907,1,4903185,977,19.925823724782973,15.095144424345749
2020-06-27,Alabama,01,35083,919,1,4903185,900,18.355415918428534,16.123630427394207
2020-06-28,Alabama,01,35441,919,1,4903185,358,7.301376554219349,15.791484806013118
2020-06-29,Alabama,01,37175,929,1,4903185,1734,35.36476800283897,19.582023871072725
2020-06-30,Alabama,01,38045,950,1,4903185,870,17.743568721147582,20.24340155575261
2020-07-01,Alabama,01,38962,972,1,4903185,917,18.70212933022107,20.0977236516381
2020-07-02,Alabama,01,40111,985,1,4903185,1149,23.433747655860426,20.118118558214128
2020-07-03,Alabama,01,41865,1006,1,4903185,1754,35.7726661343596,22.38195318815365
2020-07-04,Alabama,01,42862,1007,1,4903185,997,20.333721856303608,22.664568322135803
2020-07-05,Alabama,01,43953,1007,1,4903185,1091,22.25084307445059,24.80020639645455
2020-07-06,Alabama,01,44878,1007,1,4903185,925,18.865288582829326,22.443137907881745
2020-07-07,Alabama,01,45785,1033,1,4903185,907,18.498180264460753,22.550939556926483
2020-07-08,Alabama,01,46962,1058,1,4903185,1177,24.004805039989314,23.308464658321945
2020-07-09,Alabama,01,49174,1068,1,4903185,2212,45.11353334618212,26.405576899796475
2020-07-10,Alabama,01,50508,1104,1,4903185,1334,27.20680537242629,25.181882505234572
2020-07-11,Alabama,01,51947,1114,1,4903185,1439,29.34827056290962,26.46967517760686
2020-07-12,Alabama,01,53587,1121,1,4903185,1640,33.44764678469199,28.0692185647842
2020-07-13,Alabama,01,55545,1124,1,4903185,1958,39.93322707587007,31.078924063790023
2020-07-14,Alabama,01,57255,1164,1,4903185,1710,34.875290245014206,33.41851120386909
2020-07-15,Alabama,01,59067,1211,1,4903185,1812,36.95557071576944,35.26862058612339
2020-07-16,Alabama,01,61088,1230,1,4903185,2021,41.218106190160064,34.71213099240595
2020-07-17,Alabama,01,63091,1265,1,4903185,2003,40.8509978717915,36.66130134945813
2020-07-18,Alabama,01,65234,1286,1,4903185,2143,43.70628479243594,38.71244623939045
2020-07-19,Alabama,01,67011,1287,1,4903185,1777,36.24174898560833,39.111603696664226
2020-07-20,Alabama,01,68891,1291,1,4903185,1880,38.3424243629396,38.88434616624558
2020-07-21,Alabama,01,70358,1303,1,4903185,1467,29.919327947038504,38.17635155224905
2020-07-22,Alabama,01,71813,1364,1,4903185,1455,29.674589068126128,37.13621131687144
2020-07-23,Alabama,01,74212,1397,1,4903185,2399,48.927380875900056,38.23753627197715
2020-07-24,Alabama,01,76005,1438,1,4903185,1793,36.568067490824845,37.6256890746962
2020-07-25,Alabama,01,78130,1456,1,4903185,2125,43.339176474067365,37.57324502921498
2020-07-26,Alabama,01,79294,1473,1,4903185,1164,23.7396712545009,35.78723392477106
2020-07-27,Alabama,01,81115,1491,1,4903185,1821,37.13912487495373,35.61533399791593
2020-07-28,Alabama,01,82366,1491,1,4903185,1251,25.514028126615656,34.98600545214124
2020-07-29,Alabama,01,83782,1538,1,4903185,1416,28.879187711660887,34.87237668693192
2020-07-30,Alabama,01,85762,1565,1,4903185,1980,40.38191502054277,33.65159585045231
2020-07-31,Alabama,01,87723,1580,1,4903185,1961,39.99441179559817,34.14107360827707
2020-08-01,Alabama,01,89349,1603,1,4903185,1626,33.162118092627544,32.68720812521424
2020-08-02,Alabama,01,91444,1627,1,4903185,2095,42.72732927678641,35.399730699826456
2020-08-03,Alabama,01,92661,1633,1,4903185,1217,24.82060130303058,33.639941618123146
2020-08-04,Alabama,01,93702,1666,1,4903185,1041,21.231097745649002,33.028094420842194
2020-08-05,Alabama,01,94654,1695,1,4903185,952,19.41595106038218,31.676203470659523
2020-08-06,Alabama,01,96592,1714,1,4903185,1938,39.52532894434944,31.553834031203333
2020-08-07,Alabama,01,98301,1735,1,4903185,1709,34.854895338438176,30.81961739446619
2020-08-08,Alabama,01,100173,1755,1,4903185,1872,38.17926511033134,31.536352682709587
2020-08-09,Alabama,01,101334,1768,1,4903185,1161,23.678486534772805,28.815089433850506
2020-08-10,Alabama,01,103020,1797,1,4903185,1686,34.38581248718945,30.18154817444463
2020-08-11,Alabama,01,103851,1847,1,4903185,831,16.948167364682345,29.569700977163677
2020-08-12,Alabama,01,104786,1882,1,4903185,935,19.06923764858964,29.520170489764745
2020-08-13,Alabama,01,105557,1890,1,4903185,771,15.724472970120443,26.12004820773203
2020-08-14,Alabama,01,106309,1893,1,4903185,752,15.336969745175839,23.33177312298027
2020-08-15,Alabama,01,107580,1896,1,4903185,1271,25.921926258136295,21.580724715523832
2020-08-16,Alabama,01,108433,1898,1,4903185,853,17.39685530935504,20.683348826178438
2020-08-17,Alabama,01,109004,1925,1,4903185,571,11.645491654914101,17.434731564424816
2020-08-18,Alabama,01,110361,1936,1,4903185,1357,27.675888223675017,18.967263115709482
2020-08-19,Alabama,01,111478,1944,1,4903185,1117,22.78111064542741,19.497530686686307
2020-08-20,Alabama,01,112449,1974,1,4903185,971,19.803454285326783,20.080242303144356
2020-08-21,Alabama,01,113632,1996,1,4903185,1183,24.1271744794455,21.33598583661145
2020-08-22,Alabama,01,114532,2011,1,4903185,900,18.355415918428534,20.25505578808177
2020-08-23,Alabama,01,115060,2013,1,4903185,528,10.768510672144739,19.308149411337443
2020-08-24,Alabama,01,116710,2024,1,4903185,1650,33.65159585045231,22.451878582128614
2020-08-25,Alabama,01,117242,2037,1,4903185,532,10.850090298448865,20.048193164239162
2020-08-26,Alabama,01,119254,2045,1,4903185,2012,41.03455203097578,22.65582764788893
2020-08-27,Alabama,01,121023,2076,1,4903185,1769,36.07858973300008,24.980846997556544
2020-08-28,Alabama,01,122185,2107,1,4903185,1162,23.69888144134884,24.91966227782845
2020-08-29,Alabama,01,123889,2152,1,4903185,1704,34.75292080555802,27.262162975989806
2020-08-30,Alabama,01,125235,2162,1,4903185,1346,27.451544251338667,29.645453487303225
2020-08-31,Alabama,01,126058,2182,1,4903185,823,16.78500811207409,27.23594095324919
2020-09-01,Alabama,01,127616,2200,1,4903185,1558,31.775264445457395,30.225251545678983
2020-09-02,Alabama,01,128239,2217,1,4903185,623,12.706026796867752,26.178319369377835
2020-09-03,Alabama,01,129285,2233,1,4903185,1046,21.33307227852916,24.07181687588199
2020-09-04,Alabama,01,130393,2266,1,4903185,1108,22.597556486243125,23.914484739438315
2020-09-05,Alabama,01,131803,2275,1,4903185,1410,28.7568182722047,23.057898663244988
2020-09-06,Alabama,01,132314,2276,1,4903185,511,10.4217972603522,20.625077664532633
2020-09-07,Alabama,01,132973,2276,1,4903185,659,13.440243433604891,20.147254139037035
2020-09-08,Alabama,01,133606,2277,1,4903185,633,12.909975862628066,17.452212912918558
2020-09-09,Alabama,01,134417,2285,1,4903185,811,16.54026923316171,17.999961832389122
2020-09-10,Alabama,01,135565,2301,1,4903185,1148,23.413352749284396,18.29714475678273
2020-09-11,Alabama,01,136703,2333,1,4903185,1138,23.209403683524076,18.384551499251437
2020-09-12,Alabama,01,137646,2350,1,4903185,943,19.232396901197895,17.023919874821893
2020-09-13,Alabama,01,138755,2351,1,4903185,1109,22.61795139281916,18.766227608031453
2020-09-14,Alabama,01,139459,2355,1,4903185,704,14.358014229526317,18.897337721734516
2020-09-15,Alabama,01,140160,2387,1,4903185,701,14.296829509798222,19.095459671330254
2020-09-16,Alabama,01,141087,2392,1,4903185,927,18.90607839598139,19.433432408875923
2020-09-17,Alabama,01,141757,2401,1,4903185,670,13.66458740594124,18.040751645541185
2020-09-18,Alabama,01,142863,2428,1,4903185,1106,22.55676667309106,17.9475177869079
2020-09-19,Alabama,01,144164,2437,1,4903185,1301,26.533773455417247,18.990571580367806
2020-09-20,Alabama,01,144962,2437,1,4903185,798,16.275135447673296,18.08445501677554
2020-09-21,Alabama,01,145780,2439,1,4903185,818,16.683033579193932,18.41660063815663
2020-09-22,Alabama,01,146584,2457,1,4903185,804,16.39750488712949,18.71669712063252
2020-09-23,Alabama,01,147153,2488,1,4903185,569,11.604701841762038,17.673643327172616
2020-09-24,Alabama,01,148206,2506,1,4903185,1053,21.47583662456138,18.789536072689778
2020-09-25,Alabama,01,150658,2491,1,4903185,2452,50.008310924429736,22.711185251452445
2020-09-26,Alabama,01,151591,2501,1,4903185,933,19.02844783543758,21.638995877169638
2020-09-27,Alabama,01,152321,2502,1,4903185,730,14.888281800503142,21.4408739275739
2020-09-28,Alabama,01,152983,2501,1,4903185,662,13.501428153332986,20.986358866736623
2020-09-29,Alabama,01,153554,2517,1,4903185,571,11.645491654914101,20.307499833562993
2020-09-30,Alabama,01,154701,2540,1,4903185,1147,23.392957842708363,21.99153640512676
2020-10-01,Alabama,01,155744,2548,1,4903185,1043,21.271887558801065,21.962400824303852
2020-10-02,Alabama,01,156698,2550,1,4903185,954,19.456740873534244,17.59789081703307
2020-10-03,Alabama,01,158380,2558,1,4903185,1682,34.30423286088532,19.78014582066846
2020-10-04,Alabama,01,159169,2558,1,4903185,789,16.091581288489014,19.952045747523584
2020-10-05,Alabama,01,159713,2559,1,4903185,544,11.094829177361245,19.608245893813336
2020-10-06,Alabama,01,160477,2580,1,4903185,764,15.58170862408822,20.170562603695352
2020-10-07,Alabama,01,161418,2601,1,4903185,941,19.19160708804583,19.570369638743564
2020-10-08,Alabama,01,161975,2637,1,4903185,557,11.359962962849657,18.154380410750505
2020-10-09,Alabama,01,163465,2653,1,4903185,1490,30.388410798287236,19.716047542858075
2020-10-10,Alabama,01,164526,2664,1,4903185,1061,21.638995877169634,17.906727973755835
2020-10-11,Alabama,01,165342,2664,1,4903185,816,16.64224376604187,17.98539404197767
2020-10-12,Alabama,01,166076,2665,1,4903185,734,14.969861426807269,18.538970077612817
2020-10-13,Alabama,01,167193,2665,1,4903185,1117,22.78111064542741,19.56745608066127
2020-10-14,Alabama,01,167977,2706,1,4903185,784,15.989606755608854,19.110027461741705
2020-10-15,Alabama,01,169162,2756,1,4903185,1185,24.167964292597567,20.939741937419978
2020-10-16,Alabama,01,170374,2786,1,4903185,1212,24.718626770150422,20.12977279054329
2020-10-17,Alabama,01,171662,2788,1,4903185,1288,26.26863966992883,20.791150475223173
2020-10-18,Alabama,01,172626,2788,1,4903185,964,19.66068993929456,21.222357071402133
2020-10-19,Alabama,01,173485,2789,1,4903185,859,17.519224748811233,21.58655183168841
2020-10-20,Alabama,01,174528,2805,1,4903185,1043,21.271887558801065,21.37094853359893
2020-10-21,Alabama,01,175674,2828,1,4903185,1146,23.372562936132333,22.425656559388
2020-10-22,Alabama,01,177064,2843,1,4903185,1390,28.348920140684065,23.022935966257503
2020-10-23,Alabama,01,180916,2859,1,4903185,3852,78.5611801308741,30.71472930350374
2020-10-24,Alabama,01,183276,2866,1,4903185,2360,48.131979519434815,33.83806356771888
2020-10-25,Alabama,01,184355,2866,1,4903185,1079,22.006104195538207,34.17312274718226
2020-10-26,Alabama,01,185322,2866,1,4903185,967,19.721874659022657,34.487787020069604
2020-10-27,Alabama,01,186437,2892,1,4903185,1115,22.740320832275348,34.697563201994505
2020-10-28,Alabama,01,187706,2911,1,4903185,1269,25.88113644498423,35.055930846116205
2020-10-29,Alabama,01,189149,2914,1,4903185,1443,29.429850189213745,35.21034942447759
2020-10-30,Alabama,01,190496,2932,1,4903185,1347,27.4719391579147,27.91188642834053
2020-10-31,Alabama,01,192285,2967,1,4903185,1789,36.48648786452072,26.2482447633528
2020-11-01,Alabama,01,193985,2973,1,4903185,1700,34.67134117925389,28.05756433245504
2020-11-02,Alabama,01,194892,2973,1,4903185,907,18.498180264460753,27.882750847517627
2020-11-03,Alabama,01,195929,2987,1,4903185,1037,21.149518119344876,27.65549331709899
2020-11-04,Alabama,01,197777,3006,1,4903185,1848,37.689787352506585,29.34244344674504
2020-11-05,Alabama,01,199158,3026,1,4903185,1381,28.165365981499782,29.161802845643045
2020-11-06,Alabama,01,200714,3049,1,4903185,1556,31.73447463230533,29.770736484841706
2020-11-07,Alabama,01,202482,3082,1,4903185,1768,36.05819482642405,29.709551765113613
2020-11-08,Alabama,01,203687,3084,1,4903185,1205,24.575862424118203,28.267340514379942
2020-11-09,Alabama,01,204857,3084,1,4903185,1170,23.86204069395709,29.033606290022274
2020-11-10,Alabama,01,206567,3120,1,4903185,1710,34.875290245014206,30.99443087940361
2020-11-11,Alabama,01,208637,3201,1,4903185,2070,42.217456612385625,31.641240773672042
2020-11-12,Alabama,01,210637,3213,1,4903185,2000,40.7898131520634,33.4447332266097
2020-11-13,Alabama,01,213617,3231,1,4903185,2980,60.77682159657447,37.59363993579101
2020-11-14,Alabama,01,215843,3246,1,4903185,2226,45.39906203824657,38.928049537479936
2020-11-15,Alabama,01,217822,3248,1,4903185,1979,40.36152011396674,41.18314349317259
2020-11-16,Alabama,01,219232,3249,1,4903185,1410,28.7568182722047,41.88239743292225
2020-11-17,Alabama,01,220848,3301,1,4903185,1616,32.95816902686723,41.608522973186965
2020-11-18,Alabama,01,223486,3347,1,4903185,2638,53.80176354757163,43.26342396392782
2020-11-19,Alabama,01,225910,3419,1,4903185,2424,49.437253540300844,44.49877259081888
2020-11-20,Alabama,01,228373,3451,1,4903185,2463,50.23265489676608,42.99246306227483
2020-11-21,Alabama,01,230708,3457,1,4903185,2335,47.622106855034026,43.31004089324447
2020-11-22,Alabama,01,232506,3457,1,4903185,1798,36.670042023705,42.782686880349935
2020-11-23,Alabama,01,234080,3459,1,4903185,1574,32.1015829506739,43.26051040584553
2020-11-24,Alabama,01,236865,3472,1,4903185,2785,56.799814814248286,46.66645980404282
2020-11-25,Alabama,01,239318,3532,1,4903185,2453,50.02870583100576,46.12745155881913
2020-11-26,Alabama,01,241957,3572,1,4903185,2639,53.82215845414766,46.75386654651153
2020-11-27,Alabama,01,242874,3572,1,4903185,917,18.70212933022107,42.24950575129082
2020-11-28,Alabama,01,244993,3572,1,4903185,2119,43.21680703461118,41.62017720551613
2020-11-29,Alabama,01,247229,3577,1,4903185,2236,45.60301110400689,42.89631564555925
2020-11-30,Alabama,01,249524,3578,1,4903185,2295,46.806310591992755,44.99699102289052
2020-12-01,Alabama,01,252900,3638,1,4903185,3376,68.85320460068303,46.718903849524054
2020-12-02,Alabama,01,256828,3711,1,4903185,3928,80.11119303065253,51.016402020902156
2020-12-03,Alabama,01,260359,3776,1,4903185,3531,72.01441511996795,53.61529583030506
2020-12-04,Alabama,01,264199,3831,1,4903185,3840,78.31644125196173,62.13162610483944
2020-12-05,Alabama,01,267589,3877,1,4903185,3390,69.13873329274746,65.83475842743033
2020-12-06,Alabama,01,269877,3889,1,4903185,2288,46.66354624596053,65.98626344770943
2020-03-12,Alaska,02,1,0,2,731545,1,0.1366969906157516,0
2020-03-13,Alaska,02,1,0,2,731545,0,0,0
2020-03-14,Alaska,02,1,0,2,731545,0,0,0
2020-03-15,Alaska,02,1,0,2,731545,0,0,0
2020-03-16,Alaska,02,3,0,2,731545,2,0.2733939812315032,0
2020-03-17,Alaska,02,6,0,2,731545,3,0.4100909718472548,0
2020-03-18,Alaska,02,9,0,2,731545,3,0.4100909718472548,0.17575327364882348
2020-03-19,Alaska,02,12,0,2,731545,3,0.4100909718472548,0.21480955668189536
2020-03-20,Alaska,02,14,0,2,731545,2,0.2733939812315032,0.25386583971496723
2020-03-21,Alaska,02,21,0,2,731545,7,0.9568789343102612,0.39056283033071887
2020-03-22,Alaska,02,22,0,2,731545,1,0.1366969906157516,0.4100909718472548
2020-03-23,Alaska,02,36,0,2,731545,14,1.9137578686205223,0.644428670045686
2020-03-24,Alaska,02,42,0,2,731545,6,0.8201819436945096,0.7030130945952939
2020-03-25,Alaska,02,59,0,2,731545,17,2.323848840467777,0.9764070758267972
2020-03-26,Alaska,02,69,0,2,731545,10,1.366969906157516,1.1131040664425487
2020-03-27,Alaska,02,85,1,2,731545,16,2.1871518498520257,1.386498047674052
2020-03-28,Alaska,02,102,1,2,731545,17,2.323848840467777,1.5817794628394115
2020-03-29,Alaska,02,114,2,2,731545,12,1.6403638873890192,1.7965890195213068
2020-03-30,Alaska,02,120,2,2,731545,6,0.8201819436945096,1.6403638873890194
2020-03-31,Alaska,02,133,2,2,731545,13,1.7770608780047705,1.777060878004771
2020-04-01,Alaska,02,143,2,2,731545,10,1.366969906157516,1.6403638873890192
2020-04-02,Alaska,02,146,2,2,731545,3,0.4100909718472548,1.5036668967732676
2020-04-03,Alaska,02,156,2,2,731545,10,1.366969906157516,1.386498047674052
2020-04-04,Alaska,02,169,3,2,731545,13,1.7770608780047705,1.3083854816079081
2020-04-05,Alaska,02,183,4,2,731545,14,1.9137578686205223,1.34744176464098
2020-04-06,Alaska,02,189,4,2,731545,6,0.8201819436945096,1.34744176464098
2020-04-07,Alaska,02,211,4,2,731545,22,3.007333793546535,1.5231950382898034
2020-04-08,Alaska,02,224,5,2,731545,13,1.7770608780047705,1.5817794628394115
2020-04-09,Alaska,02,233,5,2,731545,9,1.2302729155417642,1.698948311938627
2020-04-10,Alaska,02,244,5,2,731545,11,1.5036668967732676,1.7184764534551629
2020-04-11,Alaska,02,255,6,2,731545,11,1.5036668967732676,1.679420170422091
2020-04-12,Alaska,02,270,6,2,731545,15,2.050454859236274,1.698948311938627
2020-04-13,Alaska,02,275,6,2,731545,5,0.683484953078758,1.679420170422091
2020-04-14,Alaska,02,283,7,2,731545,8,1.0935759249260129,1.4060261891905879
2020-04-15,Alaska,02,291,7,2,731545,8,1.0935759249260129,1.3083854816079081
2020-04-16,Alaska,02,298,7,2,731545,7,0.9568789343102612,1.2693291985748363
2020-04-17,Alaska,02,307,7,2,731545,9,1.2302729155417642,1.2302729155417644
2020-04-18,Alaska,02,312,7,2,731545,5,0.683484953078758,1.1131040664425487
2020-04-19,Alaska,02,317,7,2,731545,5,0.683484953078758,0.9178226512771894
2020-04-20,Alaska,02,319,7,2,731545,2,0.2733939812315032,0.8592382267275814
2020-04-21,Alaska,02,327,7,2,731545,8,1.0935759249260129,0.8592382267275814
2020-04-22,Alaska,02,333,7,2,731545,6,0.8201819436945096,0.8201819436945097
2020-04-23,Alaska,02,335,7,2,731545,2,0.2733939812315032,0.72254123611183
2020-04-24,Alaska,02,337,7,2,731545,2,0.2733939812315032,0.5858442454960784
2020-04-25,Alaska,02,337,7,2,731545,0,0,0.48820353791339866
2020-04-26,Alaska,02,339,7,2,731545,2,0.2733939812315032,0.42961911336379083
2020-04-27,Alaska,02,343,7,2,731545,4,0.5467879624630064,0.4686753963968627
2020-04-28,Alaska,02,349,7,2,731545,6,0.8201819436945096,0.42961911336379083
2020-04-29,Alaska,02,353,7,2,731545,4,0.5467879624630064,0.3905628303307189
2020-04-30,Alaska,02,353,7,2,731545,0,0,0.351506547297647
2020-05-01,Alaska,02,362,7,2,731545,9,1.2302729155417642,0.4882035379133986
